This is the raw data file for the forecasting simulation 

Columns are as follows:
Date--S&PHigh--S&PLo--NYSEA/D--NASDAQA/D--NYSENewH/L--NASDAQNewH/L--NYSEV--NYSEA/DV--NASDAQV--NASDAQA/DV--3MoTBill-30YrTBo--Gold--S&PClose

831125	168.04	165.95	280.333	262	11.1667	13	57820	4325	31430	1538.63	8.81	11.33	375.7	167.18
831202	166.70	165.25	202	194.333	9.16667	15	93960	3708.75	61770	1714.5	8.90	11.23	400.7	165.44
831209	165.29	164.50	232.667	224.667	4	11.1667	98280	4278.75	62170	2708.75	9.00	11.26	388.7	165.08
831216	162.39	161.58	268.333	232.333	3.5	8.16667	81030	5838.75	63980	2799.13	8.93	11.42	377.2	162.39
831223	163.31	162.90	245.333	263.333	4.5	9.16667	62710	3301.25	43660	1913.75	9.04	11.53	380.5	163.22
831230	165.05	164.58	319.667	369.667	8.66667	13.3333	71840	4600	78760	4078	8.94	11.46	381.5	164.93
840106	169.31	168.49	358.333	403.667	16.5	21.1667	137590	10221.3	80130	4851.38	9.04	11.41	375.2	169.28
840113	168.59	166.64	248	213.333	10.8333	13.1667	101790	5023.75	60410	2146.63	8.92	11.42	373.2	167.02
840120	167.06	165.87	192.667	207.333	6.16667	13.1667	93360	3168.75	69850	2211.13	8.82	11.32	371.2	166.19
840127	164.33	163.07	213.333	194.333	7	9	103720	5257.5	62150	2014.38	8.92	11.21	370.0	163.93
840203	163.98	160.82	184.667	169.667	3.16667	8.5	109100	2452.5	64980	1561.25	8.87	11.23	383.1	160.91
840210	156.52	155.42	309.333	319	0.666667	3.66667	92220	6468.75	60080	3613.5	9.08	11.26	377.6	156.30
840217	156.80	155.51	219	214.667	1.83333	3.5	77280	3283.75	54110	1762.13	9.04	11.34	382.1	155.74
840224	157.51	154.31	445.333	424.333	2.33333	3.5	102620	10277.5	58260	4196.25	9.13	11.44	395.7	157.51
840302	159.90	158.20	361.333	375.667	4	7.5	108270	8822.5	65270	3985.63	9.20	11.56	399.0	159.24
840309	155.19	153.77	199.333	198.333	1	4.16667	73170	2430	53190	1958.13	9.24	11.65	399.9	154.35
840316	159.97	157.46	381	350.667	4.16667	6.5	118000	11131.3	69380	4880.13	9.37	11.78	392.7	159.27
840323	156.92	156.02	230.667	202.667	2.33333	5.66667	79760	4152.5	59160	1677.5	9.65	11.89	387.9	156.86
840330	159.52	158.92	242.667	225	5	7.5	71590	3538.75	52460	1770.88	9.76	12.02	388.5	159.18
840406	155.48	154.12	206.333	148.333	1.83333	8.83333	86620	4818.75	57700	1632.13	9.67	12.00	380.2	155.48
840413	158.87	157.13	291	300.667	5	11.3333	99620	5465	56060	2727.63	9.66	12.13	379.2	157.31
840419	158.02	157.10	231	210.667	3.33333	9.33333	75680	4081.25	58230	1846	9.80	12.05	384.9	158.02
840427	160.69	159.77	250.667	258	4.66667	12.3333	88530	4562.5	60190	2906.38	9.64	12.21	379.2	159.89
840504	161.20	158.93	171.667	197.333	4.5	11.6667	98580	2398.75	63660	1944.5	9.68	12.27	376.7	159.11
840511	160.00	157.42	131	146	1.66667	8.16667	82780	2010	56430	865.125	9.99	12.43	372.5	158.50
840518	156.77	155.24	171.333	168.333	3	5	81270	3240	60070	1650.13	10.07	12.73	375.6	155.77
840525	152.02	150.85	254.667	236.667	0.666667	2.66667	78190	4725	50040	1923.5	9.95	12.98	384.2	151.62
840601	153.24	150.55	423	374.333	1.16667	5.66667	96040	10172.5	57850	3827.88	9.83	13.04	393.7	153.24
840608	155.40	154.57	253	231	2	8.66667	67840	4267.5	47900	1849.13	9.90	13.25	386.0	155.17
